Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
714,1.300126,-3.226528,-0.040739,4.967387,3.716467,-2.609022,2.698297,-0.200069,1.523771,-1.770288,2.455209,3.698399,-3.345203,-3.876992,-2.847714,-4.062377,-3.227172,-0.543833,-1.770853,-2.850664,0.687968,1.581201,0.974356,-1.005776,-3.196757,-0.905838,-0.009199,-0.60166,218.54
715,-1.291258,1.937901,-1.597023,1.519819,-0.174587,-2.23701,-2.435206,-3.486674,-4.689716,-4.271163,1.693254,-3.729534,-4.413283,2.565065,-3.918476,-3.761835,3.841924,4.798431,1.851429,4.063078,4.219619,-3.794602,1.432689,1.450511,1.513976,-3.47433,4.073537,-2.440196,37.76
716,2.945102,-4.199008,4.921945,0.092491,2.316332,-1.465827,-3.395027,-3.024573,0.418805,0.048509,4.598,3.897817,-1.510652,1.31251,-1.485725,1.714356,-1.460956,1.229759,1.551344,-1.264153,-2.749899,0.202927,-4.98907,-1.945252,-1.766017,1.256538,4.742083,4.171793,413.16
717,4.999377,-1.133871,4.146882,0.167314,-1.895266,4.34883,-1.002987,-0.541115,-4.103958,0.958837,3.872142,-3.479338,2.230514,0.143404,-0.864464,2.220187,1.453922,-2.777738,3.844188,2.919949,4.61273,0.835032,-3.964078,-3.425319,4.409591,2.676588,3.636074,1.727382,405.46
718,3.424845,0.211767,-1.309133,-3.643236,1.387243,-1.811225,-0.334936,-1.985531,-2.023927,1.446265,1.348734,1.452071,-0.465169,-4.328796,-0.874861,4.702028,-0.1114,3.446242,-4.004044,1.982459,3.022137,-0.656743,-3.815349,-4.691746,-3.710722,-3.109245,4.538992,-3.705362,431.38
719,-0.024321,4.769394,-3.092911,2.096395,3.029377,4.012148,-4.801127,-4.202951,2.645386,-2.390649,-4.477116,0.282034,-4.398434,3.650043,-4.227201,-4.235015,-2.305072,-1.842566,-2.759203,1.191165,3.196123,3.62341,-1.705191,4.811627,2.919567,-3.841017,-0.614523,-2.903313,225.96
720,3.948047,3.393729,0.551897,1.91068,-0.07694,-0.623697,3.758583,4.464694,1.080686,-0.54656,0.390513,-0.237535,1.487857,-3.229256,-2.522911,-3.594974,-0.157962,2.914149,-0.207974,2.548534,-2.664804,-3.128315,-2.169905,-4.04513,-0.75749,-2.476815,2.036924,1.446299,212.22
721,2.803365,-1.125324,3.837876,-1.386051,-2.134306,-1.799547,2.658174,-3.595074,0.947783,3.470973,-2.113535,4.743122,1.854378,-4.829342,1.482848,-1.007785,-2.211449,4.083228,0.134402,4.839965,0.936145,1.031792,0.597762,-3.374115,1.02681,4.581753,-0.651485,-1.907862,10.19
722,-3.44679,-4.429295,4.895499,-1.796994,-4.977663,-2.541455,4.881596,-1.542497,-3.734226,4.547958,-3.2098,-3.335187,1.827463,1.313616,-3.810975,4.247746,-1.575976,4.896042,-2.785902,1.225576,2.540015,0.836005,4.909033,3.940107,4.058541,-1.040304,-2.242798,2.099945,444.44
723,-3.013318,-1.968039,2.041384,-4.599202,-2.57431,-3.67906,-1.195163,0.206538,1.005212,-1.087407,2.081247,-2.871703,-4.999584,-2.612896,0.799372,-1.859678,-4.400218,3.572608,3.463238,-0.172968,-3.296126,4.965049,-2.261599,4.459809,2.67977,1.87085,2.472179,-1.967582,269.88
724,-1.797799,3.128514,-4.416615,0.558011,2.094897,-4.430905,0.853301,0.377068,4.464324,-4.955421,2.583782,1.72794,-4.841512,-2.998652,3.470927,1.551729,2.664639,0.178056,-2.324139,0.433139,2.512545,-2.780219,3.98261,-3.81932,3.536883,4.51578,1.25622,-0.100465,203.12
725,3.098446,3.621976,-1.105543,3.557592,1.238026,3.881605,2.36487,-2.222196,3.392035,4.117136,-3.630999,-3.701777,-3.480093,4.615192,0.34482,0.678536,3.875136,-4.313209,1.586156,-1.513688,-3.000697,-1.601325,-0.698046,3.110474,3.031464,-4.888198,3.198031,4.54148,365.8
726,-4.620981,-4.335851,-2.252184,-1.032548,3.319947,-4.017604,-3.618591,-4.026908,3.592072,-3.411868,1.621465,-0.964406,-4.667045,-3.803443,-3.092749,-4.038223,-2.909161,1.934385,-0.663045,-1.479027,3.596657,0.798816,0.515064,3.885451,-0.595144,2.473717,-3.535802,-2.062191,255.91
727,4.277999,-2.15242,0.42529,-3.925128,-0.880569,1.668889,-2.930034,4.597297,-4.982611,-1.195759,-1.721675,1.092737,2.370376,-1.078359,-2.481867,-1.743374,4.060148,-1.245411,-1.341768,3.223319,1.102554,-0.673019,0.709779,2.320749,1.313186,2.840742,0.433218,-2.4317,229.8
728,-3.22959,1.453635,0.019398,-3.975802,3.480191,2.747269,2.944386,4.109788,-0.360073,-1.63895,-3.230424,-4.322607,-2.554299,-4.436148,-0.485008,-1.00918,3.373008,-0.642198,-3.664417,-0.365114,0.626495,-1.001677,-1.877209,-3.598208,3.266332,0.154229,2.474764,3.662269,484.71
729,-1.335318,-2.906567,-2.628157,-2.383302,-3.824866,2.402948,-1.889371,0.701976,2.022958,3.707098,3.472385,-1.93305,4.327372,-0.08531,1.72724,-1.131112,1.517179,-1.379862,-1.971604,0.419505,-0.071598,0.464893,-2.372896,2.116405,-4.102735,3.385959,-1.703152,3.463161,295.2
730,-4.392158,-3.402852,-1.209898,3.668722,-4.125583,3.439719,-0.972392,-2.820085,-4.911134,3.028883,-2.6948,4.350613,-3.546818,2.534517,-2.25817,-4.767991,2.726137,0.098769,-3.769972,4.19636,2.19853,4.142093,4.932938,2.49283,-2.459754,1.688119,1.17024,0.662905,462.14
731,-2.841337,0.750969,0.736932,-2.908497,-0.045008,-3.009876,1.468832,-1.482648,1.593913,3.892629,4.129998,-2.127796,-1.526925,3.341367,4.892823,2.399369,3.158056,-0.415859,-0.335462,-0.441804,-1.622169,3.516829,2.447915,4.402983,4.653801,-0.905565,4.657108,-0.572613,158.06
732,2.700991,-3.282792,-4.96808,-4.922303,-2.036783,-2.118235,3.173262,-2.373067,-1.643086,-2.977331,-4.538697,0.12653,3.538719,4.5428,4.063054,-2.424381,-0.634926,2.209233,-4.655551,-0.317172,1.116209,-4.772997,3.251696,-4.64925,4.819248,2.31826,1.097463,-4.513314,410.18
733,-4.692878,-3.870485,-2.978311,-1.618732,-3.020182,-0.278193,-2.833789,3.625856,-2.633242,-1.067456,-0.205103,-4.929416,-1.119537,4.662063,4.281365,3.764861,-0.076293,-1.276453,-4.886699,-2.979622,-3.038174,2.823395,-4.815657,1.405023,2.607875,2.961228,-0.365317,4.483597,444.99
734,-4.742863,-1.953544,2.795977,-3.164924,-3.75545,3.716511,0.488203,3.87609,0.333168,-1.655361,2.104602,-4.605812,-3.841971,1.313681,-1.822961,-2.224416,2.346542,-3.452019,-4.625099,0.788823,2.944735,-0.659082,-4.356299,-2.950008,-1.394416,0.046374,3.235033,-3.097852,117.17
735,1.492144,4.123024,0.503971,-3.04762,-2.651662,-0.490754,2.528644,3.526875,-0.095295,-1.929099,1.795122,2.93794,0.179249,4.982255,4.307625,-0.67215,3.365158,-3.06855,3.754624,-1.824781,4.696842,-0.710921,-0.573909,0.20698,-3.594772,-0.31265,4.242173,0.098746,261.63
736,1.866226,-2.745794,-1.061406,0.747984,0.682549,-4.973001,-4.187251,0.674502,0.481653,3.864207,2.807023,-3.336065,0.893556,2.976157,-2.831557,3.453417,2.05909,-3.439557,-4.211013,3.964662,-2.471302,4.147783,-4.33759,0.410275,-0.386281,-0.016582,3.553352,4.713324,418.61
737,-4.475631,2.326992,1.558047,-4.027024,-1.028095,-0.899335,-3.874665,-4.188047,1.133516,4.495285,4.953219,2.343055,-4.830665,-2.442607,-1.713119,-3.581411,3.199614,-4.620443,-2.059021,-4.360354,-4.392418,4.016169,-1.704724,4.280532,-3.075785,2.573324,-0.268688,-0.158445,45.47
738,-3.499349,-2.527847,3.06514,1.040139,-3.073126,0.704789,0.43679,-1.089028,3.452002,-0.735162,2.875206,-4.85065,-1.941307,-0.979717,1.738044,-0.798204,0.486308,-3.436802,-1.987777,4.506751,4.821692,3.998408,4.782316,-4.474815,-0.436543,-4.395405,-0.005452,-1.290842,143.94
739,-0.127086,-3.630437,-3.104059,-2.643586,-4.005583,-4.101741,2.010595,1.637511,-3.920036,-4.601662,4.287954,3.555521,1.24821,-2.405856,3.876638,0.018412,3.856915,-3.60619,0.837012,4.659938,4.18484,1.889019,-2.611815,3.251097,-2.843962,-2.122778,-0.419024,-4.776747,190.18
740,-3.932125,-3.297337,1.28413,4.019772,-2.639264,-3.604118,3.73983,3.582639,-3.951141,4.310482,-2.82783,0.327365,-2.273378,3.966024,1.984886,-0.363482,1.817526,1.638785,-3.074537,2.580891,2.794566,-2.051955,-2.351343,4.229098,-2.761957,4.012965,-3.601971,-0.714408,281.45
741,-3.260795,-3.634386,-4.104859,-2.063168,2.982895,-2.750198,0.500559,0.99244,1.504307,3.572142,2.632988,0.284963,-1.331658,0.523654,-4.577609,-2.758475,2.655692,-3.2142,-0.177998,-3.303529,3.548962,4.426659,-1.052917,0.037911,1.612478,-0.087421,-1.276568,-4.809693,92.96
742,-1.17469,3.176554,3.629664,0.055142,0.48363,3.753406,3.444785,-2.595823,-1.794919,-4.523516,-2.754832,-0.780719,-1.694546,-4.196776,-0.281278,4.270028,2.14446,0.695876,1.236126,1.162184,1.279307,-0.482952,2.236418,3.1329,-0.189989,0.929345,-2.168538,3.473502,495.46
743,3.643744,-3.193043,-4.594845,-1.306939,2.355549,-2.648865,1.437513,-3.5797,-2.565533,-3.638984,4.582479,-3.376493,2.447813,2.097625,-4.801322,2.696875,4.395991,4.856559,1.413031,-4.231026,-2.971458,-3.96599,-1.391279,0.86076,4.43465,-3.831086,4.734576,4.787038,400.36
744,-2.831054,-2.49324,2.811787,-1.955661,-4.065265,-0.741897,1.06702,-3.274523,0.397181,2.466231,-3.676237,-4.013295,-1.447598,-3.490059,-1.829558,-2.316305,3.232606,4.225494,1.958112,0.341478,2.659982,-4.512262,2.922291,3.964449,-2.338608,-2.265996,0.215108,-0.201991,205.29
745,3.194001,3.239888,0.167978,0.942563,-0.47803,-1.59498,4.992338,-4.599225,-0.384656,-2.821468,-3.126617,4.007809,-2.046523,-4.688499,0.693119,-0.673406,-3.584328,-3.615174,-2.848576,-3.877947,2.144476,2.230227,-4.795722,2.206798,-3.088463,-4.813061,-2.219675,-3.330593,226.07
746,0.164972,-4.568434,4.360531,0.723029,1.223076,-3.843644,0.138555,4.674662,2.304393,-3.789617,4.506298,2.998273,-0.259032,-0.091003,3.416372,2.581871,-3.345697,-4.485813,-0.671121,4.503894,4.514946,-2.784548,0.699684,4.546705,0.983677,-3.899786,1.420278,-4.253096,192.25
747,-1.462637,-1.11297,0.524592,-2.575432,-1.683285,4.929686,2.54232,2.719042,-0.923106,4.037777,-1.841522,2.763176,4.781739,-0.203184,0.821066,2.151098,-1.563782,-4.691752,-3.388225,4.845453,2.351088,-1.214884,4.55504,-4.639483,4.297003,-2.157867,-4.742542,2.332274,163.75
748,3.478642,0.146436,-1.317893,4.234676,-4.546796,-4.965993,-3.525832,3.60644,2.133222,1.286445,0.536758,4.267567,-0.671294,2.711269,-0.724931,4.813929,2.101313,-2.540514,-0.108533,0.659686,-4.958638,0.652967,2.057583,-1.140081,2.580764,3.762333,2.897044,-3.113756,218.95
749,1.328556,-4.790772,-4.221884,-3.990244,3.180072,3.500767,3.968548,1.23757,3.170634,0.822773,0.23429,-0.518117,-0.613016,-3.412391,2.210148,3.40742,-0.774575,-1.122458,3.653109,3.735425,0.300624,3.953581,-4.960687,3.448289,-2.233122,2.881242,-0.045941,-0.059005,384.71
750,4.88695,0.58715,-1.713391,4.918869,3.75252,3.262288,4.29032,-4.525419,-2.769946,-4.642016,3.95651,0.75608,3.530385,-3.666855,3.241774,2.670768,3.594832,2.301137,-4.142269,3.612021,4.334978,-4.773203,-4.625566,-0.902971,0.203222,-3.721512,-1.656099,2.075733,64.0
751,-3.717433,2.654848,0.286752,0.521401,1.443364,-3.939946,0.013892,-0.415324,1.509305,3.767581,4.709845,3.356487,2.909337,3.036307,-0.74449,4.550236,4.651861,3.565519,0.316314,-0.378512,-1.649696,-4.031378,2.083025,0.347518,4.707276,2.783157,-4.659115,-2.021121,391.65
752,2.326255,-4.885349,1.003172,-0.38253,-1.809985,-1.292501,3.34631,-4.810258,-4.199788,2.080156,3.419298,3.021911,2.915369,-4.840068,-3.35807,1.710667,-3.888009,-3.681514,-4.380264,-4.462636,2.607446,4.22686,1.328003,3.23024,-3.503246,0.947944,1.18909,-0.534566,472.89
753,4.957995,-4.442096,-1.461883,1.940974,2.176579,-3.607167,1.927558,4.987402,0.468069,-3.103546,-4.885432,-0.471415,4.201992,-2.851804,-0.259516,-3.836508,3.10437,4.367174,3.169306,0.331182,3.750103,-4.212833,3.113145,-3.089092,0.587105,4.996128,-4.180546,2.384156,368.03
754,-0.259641,1.311524,-0.671594,-3.937725,-3.822477,0.459961,1.196525,-3.603226,-0.30641,3.60684,-4.744403,2.023087,3.245103,2.730482,2.220614,-2.795627,-4.268929,3.209145,4.288967,-3.906524,1.514156,-4.302699,2.545354,-0.0908,4.267424,-4.419682,-0.767994,-0.657557,453.49
755,-0.991935,3.534317,0.347692,-2.816625,4.29082,-0.604977,1.5632,-0.420457,-3.180562,3.001566,0.454148,0.269716,-3.730643,4.764137,-3.028477,-3.222733,-2.357929,1.683273,0.506724,3.315382,-2.786729,2.051231,-3.227787,1.816017,-2.362108,-4.418029,-2.940785,0.53106,60.87
756,2.477363,-2.216789,-2.0535,-0.978074,-4.206985,-4.571536,2.397919,-2.279745,1.89925,-0.635274,-4.542347,-1.174644,-1.857091,-4.045668,3.081696,4.931842,-2.015488,-4.136124,-0.960844,4.98038,4.671054,3.401586,2.185259,-3.243949,-1.085735,4.742105,-0.2067,-1.962633,255.56
757,-2.675188,4.377665,-2.731546,3.092658,1.91163,-4.211455,-0.230397,1.20664,1.671627,-0.213382,-1.766025,-3.155162,0.045725,4.11309,0.036374,3.825635,3.296255,-1.549286,-2.818438,-0.591247,0.002637,4.040431,0.359546,3.082622,-3.415041,4.12847,-3.021011,-3.122134,490.67
758,-2.086785,2.862336,3.765979,1.81006,-0.30003,-4.325169,-4.095605,2.969692,4.940741,1.973003,1.071995,-2.089555,0.599895,-4.550776,4.173476,0.656876,-0.973831,-1.239673,-4.852899,-3.276407,4.966428,0.712151,-4.231515,-2.194737,3.493774,-1.69339,-4.021216,3.405313,476.29
759,-0.641048,-0.106375,-0.272614,3.869364,3.088355,-1.948404,4.796754,-2.667438,2.039995,1.636373,3.541987,4.998699,-0.635276,-0.975651,4.677072,4.123281,-2.538943,-1.12322,-0.108999,-2.261195,4.946533,-1.83107,-4.612824,2.388826,4.855762,2.440558,2.806844,-3.244267,269.54
760,-0.0458,1.304008,-3.007723,-4.73172,-2.29658,0.145835,0.115207,-4.826881,0.449291,-0.796765,-2.17573,2.941435,-2.405496,2.907947,-1.033442,4.765984,1.1671,-3.593646,-3.929809,1.157663,-4.848377,-2.112683,-1.735341,3.41221,-0.399861,1.016373,-2.051661,4.106662,392.4
761,-3.50061,-2.377485,-3.209598,-2.479496,-4.71794,0.494166,-0.9123,-1.631722,-0.440488,1.109944,-2.527531,-3.610299,-4.345919,0.686244,-2.500258,1.996088,-4.762896,-3.837567,-2.807566,4.262617,-3.687285,0.357078,2.994367,2.576697,-3.939661,-2.448533,-3.368883,3.708181,219.58
762,1.363048,-2.598397,-2.053364,4.483859,4.373147,-3.336704,3.419318,-2.965015,4.007844,2.994923,1.732964,-1.752023,3.1819,-0.219509,3.412298,-3.801555,3.706119,4.172989,-3.352652,3.908723,4.15375,-2.077009,4.729842,2.772801,0.313912,-4.164606,4.548774,0.666347,235.6
763,-1.701257,-4.681294,0.856021,1.273904,1.911832,-2.718248,-4.777287,1.571162,1.185175,-2.066129,-1.409648,4.532027,-3.399074,4.839633,0.870637,3.457325,-3.307443,3.040705,4.513856,0.312163,2.152268,3.960709,4.320219,4.271862,2.091986,3.915504,2.409312,-0.953666,364.97
764,0.528733,4.940746,-3.755766,0.568608,0.624587,-3.914406,4.894296,-2.548951,1.473285,-2.7298,2.379479,-3.717191,-0.823972,0.766396,2.545168,1.367752,2.732694,1.411116,-4.108506,3.549612,-0.260994,-1.390255,2.773537,1.973656,-1.692416,-0.879874,-2.744065,3.760103,155.97
765,0.940617,-4.408991,-2.333789,-3.760096,-3.525858,3.846828,-1.973515,-3.455886,-4.831408,-0.272497,2.569513,1.981457,0.144109,4.676888,2.130216,-1.690911,-3.946353,-0.22168,4.821115,-1.91348,-2.64282,4.611874,2.432102,3.266138,-3.586271,3.555695,-3.513856,0.008596,252.24
766,-2.884917,1.145094,3.877371,-0.17994,4.925445,4.14996,2.142351,-2.234087,0.408731,-2.844726,-4.992034,3.061631,-3.18829,3.904641,4.105848,-1.337205,3.831347,4.493245,-0.050991,0.90532,0.638075,0.271923,0.697027,-0.486044,4.946777,-1.50968,-1.29749,3.330893,111.0
767,0.962783,0.13256,3.978233,3.350928,-0.213758,4.374099,3.367191,-2.210538,-2.558154,-3.936679,-1.541215,0.701176,-2.332955,-0.794024,1.355589,-3.696938,-1.471729,1.376545,-2.177018,-3.551099,2.416446,4.09936,1.336745,-2.138279,4.327336,-1.664994,-0.504301,1.791783,404.26
768,2.81324,4.537414,4.857568,-3.237811,4.859596,-0.255065,2.593683,3.23893,-4.267661,-2.449073,1.332025,-1.634641,4.924795,-4.37704,0.696494,-3.706752,-4.157145,-2.972767,-0.391086,-2.690392,2.417592,1.737475,-0.627396,2.91724,-1.528756,-0.49121,-3.062025,-2.576731,380.22
769,1.658146,-4.869824,4.57343,-0.885792,4.204059,-3.518815,-4.700081,-1.809326,0.146202,0.01877,3.55699,3.458943,2.464235,-1.574073,-3.771631,-4.176106,-0.745378,2.623693,2.117834,-0.639239,4.639532,4.838875,3.006854,-3.449099,3.884036,0.568491,-1.13625,0.630616,128.26
770,1.154138,0.31308,4.920625,-1.896425,-0.276876,-0.122705,-2.377718,2.395412,0.192758,-1.856582,-4.277107,-0.70185,2.266689,-1.86464,-2.795312,1.830946,4.939416,0.733,-3.566579,4.702525,-0.657411,-1.341812,-2.700297,-3.945326,-1.491852,-4.034236,4.24919,4.445164,263.73
771,-2.428844,-0.575761,-0.23379,-0.079992,-1.519508,3.005221,-0.24727,-2.140674,-3.886333,-0.201035,-2.679041,2.177553,3.564772,1.62853,3.710183,-3.559864,1.417226,-0.352277,-2.504228,-4.174575,-3.56407,2.557973,3.078656,-3.798341,-0.195504,-1.451032,4.104873,-4.06606,397.48
772,1.302641,0.677928,1.831131,-0.717587,-1.291464,2.273113,-1.579456,0.857099,3.93203,1.198988,0.327199,1.857394,-3.098884,3.139908,-0.629406,4.836628,-4.408779,-1.659732,-2.771958,-1.515878,-3.450407,-4.25764,1.395184,1.421633,3.438906,0.232177,-1.416409,2.328801,109.57
773,4.369818,1.474251,-3.56809,2.959014,-1.624884,-2.840154,0.543102,-3.476244,2.848345,0.887219,4.003179,4.566322,-4.404388,3.860445,2.431128,1.634404,-3.664049,2.540554,-3.531376,-3.176673,4.140627,-1.195055,2.277762,0.161019,-0.433374,-2.119404,-4.4345,4.879088,472.64
774,-3.822122,-1.497793,3.526325,-0.536429,-4.029395,4.632241,-2.229029,-2.966441,-3.383294,-4.553542,4.113245,0.20431,-1.588455,-0.765316,0.876535,4.82958,-2.562794,-1.924991,4.204341,-4.409402,0.628892,-2.140378,-3.113476,0.781285,-0.925845,-3.290801,4.615999,-2.128822,493.35
775,0.990733,3.900191,1.20621,4.73791,-0.388256,-2.909354,0.233773,4.808046,3.675256,-1.699375,-1.554864,0.719463,3.132315,-0.308365,-3.498636,1.119068,3.663367,4.681896,-0.310886,-0.091578,0.496065,-0.545047,1.144426,-0.194893,0.991374,0.881858,1.495367,1.290935,257.85
776,-1.685522,2.249789,0.554996,0.732517,2.987245,-3.29682,-4.090649,1.324726,4.608647,-2.540051,-0.207688,0.951414,3.231424,2.904033,-3.867817,4.356477,0.630429,3.879521,3.645157,1.922997,0.494555,1.446002,1.363517,4.718676,0.918431,3.027848,-3.464673,1.440158,272.96
777,4.031361,-1.745934,4.718377,-2.068112,-1.967123,4.683749,-4.492931,0.301559,4.025273,3.72028,-2.064297,4.246399,3.630438,-2.807465,1.348712,3.719281,1.291816,0.056486,-2.54223,-3.325769,2.651442,1.993726,-2.290402,1.35321,-4.107491,4.793351,-0.866477,0.855205,458.59
778,1.719159,4.659933,-0.786327,2.64505,1.295892,1.143144,4.171076,-3.59843,3.9787,-1.866976,-1.45926,0.750807,-1.829098,-2.246726,-1.97472,-4.267298,3.627595,4.382235,-4.987083,-0.392934,1.159556,4.442793,2.576643,3.082283,0.858531,4.205179,-1.448722,4.805074,234.18
779,2.991391,0.662197,-3.612511,-2.214685,-1.262753,-3.483862,0.951696,1.583672,0.331534,-0.888216,3.199414,-2.045801,1.295294,1.470571,0.299596,-3.748567,-0.181362,-0.048503,2.362783,4.575871,2.997314,-4.023647,-3.177488,0.306488,-1.681322,-2.197828,-1.350198,0.95315,168.51
780,-2.357662,2.13868,1.34506,1.989626,-3.576371,-1.565465,-1.889128,-4.277323,3.434917,0.173848,-1.62065,4.875429,-4.425724,-4.764958,0.647441,1.798314,2.626843,1.732431,1.296005,-0.032967,-1.047366,0.563729,-1.817642,-3.328736,0.443097,-3.85803,-3.565594,-2.111793,321.6
781,-1.301987,-4.896803,-2.38378,-0.561269,0.82312,2.090698,-4.954973,-2.903909,-2.559854,-1.17791,-3.43905,0.805141,1.492518,3.807073,2.013295,2.844954,-4.200335,-0.754631,0.159647,0.685329,-3.848253,-4.13083,1.898045,2.578782,1.87842,0.982379,-4.689595,-4.983281,99.02
782,-3.356098,-3.232582,-4.421687,1.971267,3.329298,4.987709,2.161057,1.695939,-1.005988,1.580575,1.52333,4.466667,0.178623,-0.445225,-1.172239,4.490691,-4.874167,2.924714,0.934197,3.891139,-3.296293,-0.098647,-4.764925,-3.897577,4.312805,-0.851612,0.149985,4.732331,352.62
783,-4.874134,4.894814,-1.39291,-4.407117,-4.478227,3.904479,3.573617,3.50083,4.931415,-1.859354,-1.738923,1.304361,-3.063681,-4.730531,2.69093,1.022799,4.528511,-4.700259,-0.832504,-0.230369,-3.463236,-3.958213,4.682111,-0.53577,-3.419684,3.041437,4.71097,2.567952,128.88
784,2.825625,-0.269611,-4.128374,-4.344814,-3.230918,0.521012,-0.32051,-0.3398,0.294133,-3.597113,2.513,-3.206354,-2.275847,-1.699291,0.688361,1.942858,-1.087587,-1.749019,-4.14053,-3.368596,3.683236,3.134573,1.302822,-0.243242,1.066787,4.031561,2.308991,-1.840457,112.8
785,3.675094,-1.335926,-4.433018,1.799279,-1.820927,0.81777,-4.151018,2.853219,-3.351326,-1.700696,3.841674,-0.699216,4.391197,2.269601,-2.613454,4.088597,-3.385367,4.628392,3.326177,-0.262067,-1.674942,-3.265775,-1.269413,-2.243978,-2.110786,2.20322,4.322292,3.778712,362.92
786,4.827313,-3.546939,-4.657409,-3.386928,-2.04056,-2.327085,-4.961557,-4.789433,0.695544,3.592326,3.962528,-3.517511,4.403296,3.298623,-3.855316,-1.647043,-2.867015,-4.714187,-0.06526,1.320627,1.478386,0.068817,-0.701851,-3.320123,0.005167,-1.928968,3.480678,-3.3691,155.08
787,0.62788,1.969264,2.593044,0.528616,0.987853,-3.551167,0.876435,-3.205885,2.464943,-1.459222,3.103093,3.716885,-2.856958,-2.21105,4.961964,2.59337,-2.771503,0.432904,4.499216,-3.475628,-4.826878,-4.545562,-2.161518,-1.363543,-0.427731,3.603008,0.563228,-2.078538,193.54
788,0.79794,0.969786,-1.966506,0.818122,-2.82349,2.544353,3.493086,2.550956,2.192432,-2.86938,-3.740836,-3.753804,3.956969,3.216362,3.96338,0.786497,-0.849918,4.863997,-0.127506,1.429324,4.406614,4.323082,4.923997,-3.222242,-3.478949,-2.501559,3.44371,4.760901,368.47
789,-4.986563,2.973062,0.328988,4.901221,-1.811397,3.857746,4.843435,4.257485,-2.630686,-4.397577,-1.014693,4.763888,1.969591,-4.361238,-3.858822,-1.641535,2.490725,-4.439154,2.853002,-0.583517,-0.037406,4.621944,0.44276,3.30955,3.9773,1.930546,3.164852,-4.721989,299.62
790,-0.369106,-1.42022,2.356359,2.822071,3.916,-0.151625,-0.050006,3.450145,-3.352593,3.692771,-2.706838,2.277869,-1.006732,-1.209162,-0.782407,-2.573371,0.46622,3.348636,1.497238,2.120007,-0.196398,1.582213,1.583075,-0.067552,3.503003,0.239114,-2.503044,-2.640416,491.61
791,2.586922,-1.119129,3.818431,1.86055,-3.300021,-0.433778,2.902502,0.769212,0.311994,1.125467,-4.060614,-3.10777,3.150159,3.652086,2.307743,-0.029156,-3.418916,2.490696,0.976775,1.699923,-4.783715,-4.686088,0.333881,4.096369,4.396354,-3.106939,-0.284479,-3.272324,92.2
792,1.139874,2.496926,-0.762955,-4.317778,0.852595,-3.548332,-1.429577,-2.5733,2.624635,-1.980797,3.487265,2.107251,-0.408078,-1.644621,4.863507,1.940433,-2.938884,3.921745,-3.914412,-0.381747,-4.153938,-3.690913,-3.528089,-3.559015,-0.339118,0.913253,-4.957109,-4.900804,25.78
793,-2.81091,-2.996552,-4.381526,1.336748,-0.523692,1.151907,4.994089,2.199885,-2.009203,-1.337352,-4.804902,4.360995,-1.862385,-2.425172,-4.28586,-1.641896,1.271559,4.595716,-3.839411,1.646367,-1.685432,3.076225,-0.930142,-0.768494,3.878943,-4.154678,-3.307665,4.427716,10.55
794,4.889388,0.706315,-2.899168,3.285008,4.501958,-3.193791,-2.724002,-4.033654,2.293535,4.712012,-0.192934,2.045332,-4.153159,-2.867677,2.442376,0.787565,-0.663832,-4.323575,1.846745,-1.347007,-3.33572,3.570276,-0.978511,3.243521,1.24821,1.493299,-3.627665,-0.655811,368.22
795,-1.260206,1.729207,0.558616,4.922376,-1.772104,0.338122,0.826073,-0.820569,1.829686,-1.940894,-1.707069,4.411815,-0.824235,0.581818,-2.110317,3.471365,-0.977443,-0.339924,4.550924,-0.184868,-1.413278,-3.652224,4.26108,4.411229,-1.045856,3.403731,2.314619,0.25412,429.82
796,1.710195,-0.293777,4.915409,-4.973588,2.774909,1.621983,2.712861,1.86655,0.495396,2.254856,0.988459,-0.238953,-4.504752,2.263174,2.477814,4.394111,4.47113,3.728823,2.928718,0.580544,3.321364,-3.612544,2.198657,3.079897,0.982965,4.265292,-0.51501,0.390734,204.76
797,0.129322,3.93294,1.961179,-4.01898,0.039078,0.429675,-0.445096,1.210462,3.06888,-4.019077,-1.277605,1.215814,-2.005567,-4.777133,1.037718,4.847555,1.152395,-1.025364,-4.792091,-0.41344,-4.778242,0.319765,4.973956,2.593488,-2.817932,2.592592,-2.719792,-3.756313,270.76
798,-0.643351,-1.712352,4.594594,2.73848,0.4479,2.520007,-4.151047,4.55761,4.021318,-0.94193,-0.579079,-2.381823,4.701619,-3.852099,-4.214947,-4.375106,2.570403,-0.809191,2.704797,-3.423129,4.121365,4.341118,3.012533,0.035902,0.783718,-0.608611,-4.984384,-1.170532,116.75
799,-3.234696,-1.305781,1.48897,-2.367551,3.665391,-0.4544,-3.203854,0.118302,-2.291644,-2.746248,3.985164,-1.241949,0.06224,3.651618,4.223283,-1.762709,-3.146673,3.091583,-2.936175,-1.107873,4.30017,-4.626547,1.301988,4.95861,1.355963,-3.93823,-0.269384,1.512241,47.29
800,3.451261,-1.779292,-2.117347,4.962386,0.385424,3.856266,1.640475,3.591563,-1.635422,-1.709851,-1.838011,1.630691,-0.927343,-1.430948,-0.471056,-0.747542,-1.827855,-2.729881,2.637713,0.85201,-3.14618,0.641803,-2.372744,-4.956238,1.569018,-3.470396,-0.343779,4.552413,211.1
