Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
177,2.571208,-2.225509,3.131625,-2.322314,1.04369,3.396119,-3.898857,4.366488,4.644501,-1.515573,2.411202,-1.175013,-4.297392,1.447106,0.986129,4.701816,3.694979,1.171862,-3.443032,-4.209015,-4.199726,3.02683,1.430885,-0.607726,0.606584,4.607945,3.645096,-3.761098,372.18
178,-4.515912,1.088283,3.219937,-3.347044,1.652931,-1.362102,2.809642,4.031561,-2.207599,0.659239,0.358693,-0.00375,0.17886,-0.028342,2.030118,3.809941,-1.559415,-3.315691,2.370523,0.828709,-3.435694,-4.197056,1.597068,0.541612,-1.893498,-0.481591,3.65929,-3.928243,418.96
179,4.736589,-3.600364,-4.572236,-0.219732,-1.765001,1.026683,-4.448489,4.152411,1.390978,4.415487,-2.383761,3.312929,3.665209,1.502255,-4.485276,2.114781,2.683662,2.360656,-0.673166,1.300743,-2.367134,4.32289,-3.935597,3.540655,4.407856,-2.747278,-2.931784,1.486696,450.41
180,2.859422,-0.997625,-4.649532,-1.845735,1.58392,-1.799821,4.993435,-3.705188,-4.146338,2.882917,4.324895,-4.300692,-2.951696,2.135415,3.63536,2.637955,1.713692,2.575918,-1.768273,3.950731,0.848751,-3.89708,-2.946192,1.192176,0.840385,3.453432,3.23916,-1.601087,200.39
181,1.158676,-1.039208,4.2849,2.468108,-3.1187,-1.479159,2.334892,0.907925,-2.04252,3.222933,-2.056651,-3.048153,2.629478,3.058017,3.450877,-2.103565,-4.141465,1.952474,1.832013,-3.320236,-0.98733,2.161592,-2.731646,1.55089,-3.579108,-3.996602,-4.866038,-3.352838,281.45
182,-1.639677,-4.494307,-4.124286,3.726827,-1.284648,2.756363,4.258663,-1.259037,3.920903,-1.234141,-0.433479,1.292182,0.828916,-0.007359,-0.96377,-2.200399,0.432727,4.23817,3.224527,-4.903078,-3.746705,4.086157,-0.037066,-1.910214,-1.841945,0.383175,2.451589,1.974306,425.08
183,0.209884,2.26746,3.244645,-2.046426,-1.5115,-3.676824,1.997078,-4.997985,-3.596254,-1.537775,1.996785,-1.284792,-1.605486,-4.765259,0.967571,-1.910527,0.411967,1.535607,2.24713,-4.966632,-3.993115,-4.770808,-2.756949,-2.427434,-1.566281,4.822869,0.322617,4.462717,471.36
184,-2.635479,0.352435,0.706911,-3.584228,1.814973,-4.938633,0.791304,-0.108208,-4.155218,-0.006202,-4.318551,4.921432,1.940742,-2.534326,-4.348474,-3.009681,-0.686281,-1.213479,0.793582,0.971639,-0.830833,-4.799257,-0.653029,-4.546245,-1.499467,2.180038,4.300188,1.390878,128.59
185,-4.610944,1.503688,-1.404385,4.659595,-2.493987,0.807461,-1.672904,-1.801501,2.44899,-2.284302,0.494296,3.712624,4.546322,2.574745,-0.05115,-4.089767,4.841915,-0.976865,0.894805,-3.686818,-3.594851,4.542486,-2.867247,-3.246791,-0.078388,-2.61943,3.813827,4.661807,124.3
186,-2.588128,2.436594,-4.694627,-3.780158,-2.177312,3.98593,2.776407,-1.314554,1.568549,3.647154,4.845587,3.499696,4.749449,3.07021,4.639905,-0.788924,1.559272,-0.097847,4.929402,-0.224316,-2.691917,0.74622,-1.017217,4.797712,-4.992065,1.854157,2.268637,-0.859072,91.89
187,0.067749,1.102327,-3.2549,3.753018,2.302246,2.633408,2.749266,3.911582,0.489716,4.754427,3.647854,-2.382833,-0.2302,3.585299,2.565704,4.695343,1.742012,1.742037,1.439386,-1.640249,-1.850492,4.307159,4.05782,-2.320698,-4.294622,1.705141,0.436618,-3.213455,287.42
188,-1.32984,-3.050893,1.067761,1.334182,-3.896211,-4.115312,2.077702,-4.588393,-2.31461,4.894005,1.788799,3.814528,-1.704243,-4.604014,0.207937,1.750102,1.596504,-3.199659,-2.575469,2.704938,-0.122685,2.154203,2.039416,3.348324,4.435016,-2.471887,3.457605,1.191642,456.77
189,1.482212,-4.378737,-4.910609,4.796721,-4.546237,-2.152904,3.540316,0.583468,-1.828272,4.963664,-4.07912,-0.702001,-4.948399,-3.511698,-0.837073,-1.750329,3.905745,-4.265683,2.889284,2.339274,2.462303,-0.408201,-0.107918,4.552877,-1.650471,2.26833,0.079243,-4.653504,215.01
190,1.828181,-1.906145,4.697598,-2.82423,4.191768,-2.381639,4.201637,3.048592,-3.531054,2.860402,-3.185992,-4.366214,4.767683,4.524114,-2.136548,-1.994478,1.304242,-4.327091,1.011611,-2.796035,0.542374,3.528625,1.519577,-3.579634,4.93776,3.36461,0.345064,-0.683524,366.36
191,-4.003596,-0.540641,2.751486,3.591768,3.067795,3.549426,-2.490535,-3.540961,-0.033372,-1.646792,0.651374,3.506137,-0.009579,-4.508979,-0.652286,-3.600552,1.53795,1.826176,2.270622,4.33571,-2.891676,-2.768304,-0.654088,1.910797,-2.343741,4.132818,-4.408949,-4.208473,223.17
192,-2.817931,-2.552367,1.471451,-1.954688,0.245371,4.056359,-0.818964,0.32805,4.471018,-3.133421,-1.243576,-4.190803,0.160261,-1.284972,2.056527,1.138836,2.596518,-0.26584,-4.206894,1.969972,1.515021,2.746895,1.540063,-2.257983,-0.18186,2.146146,4.39238,-0.754095,2.83
193,-3.748677,2.127543,0.393515,3.036845,-3.807815,0.214438,1.849553,3.516416,2.630807,0.297744,-2.946425,0.137138,-1.167292,2.011987,3.446415,-2.999828,-0.674789,0.268186,-2.225757,0.215008,0.744864,1.365984,-0.43092,3.580534,2.540444,3.341516,-1.796547,-4.824664,104.38
194,4.485046,4.460682,4.669405,-1.256227,-0.13088,0.002772,3.879621,1.149318,1.493371,4.953169,4.953214,3.480796,-4.956531,2.353008,3.126451,0.087941,-2.616926,3.202904,4.967961,1.65106,1.596688,2.693232,-1.630058,-0.667362,-3.108775,-3.732503,0.232505,-1.708395,274.34
195,-3.55168,-0.47399,0.111701,1.985595,4.940138,3.865639,1.066592,-1.524577,1.726654,-1.97028,0.511527,-3.000694,1.153216,4.836436,0.071283,-2.981299,-4.424045,-1.52241,4.518441,4.683169,-3.650066,1.858639,2.520631,4.626554,0.314724,4.03496,-0.759962,-2.833361,303.77
196,-1.395694,4.912757,1.391512,-4.963835,-4.775528,0.008142,0.259276,-0.410503,-4.260594,4.580664,-3.555826,1.199941,3.751271,-2.806839,1.612807,-0.45769,1.956366,-4.038838,2.861186,-3.176764,-2.913658,-2.197362,0.512995,-1.963358,-0.40668,-4.220909,-4.074301,-0.838025,250.61
197,0.606572,3.27646,4.34928,0.732183,-1.950877,-4.613656,-4.49309,3.969848,2.055107,-4.720023,-1.229843,-2.774674,3.134935,-1.237195,-4.040379,-1.202433,-4.800874,1.151436,4.754101,0.723154,2.535722,2.626066,-3.98487,1.185514,-0.365772,0.498757,4.465679,-4.607712,213.77
198,-2.660351,1.422239,0.47193,-0.894029,-2.319796,3.940548,-2.244424,-0.548606,4.175227,1.68163,3.681876,1.11878,-3.554676,-3.734221,-0.018991,-0.468992,2.565182,1.343338,-3.473855,-3.901272,3.695838,-1.907905,0.847109,-0.475251,3.354516,-2.209042,-1.357007,-3.875105,355.27
199,0.504341,-0.183247,1.001422,4.804618,1.47847,4.706421,-1.272316,-3.509273,-1.705667,-3.866552,1.723353,-1.730604,4.135748,4.552219,-2.014073,4.819813,-0.8326,-0.961544,1.71923,-3.296849,4.554267,-2.641631,-2.087387,-1.618625,4.309,4.095862,3.081024,-4.466847,292.59
200,-2.869479,-1.537472,-3.941143,2.110183,2.978539,1.38119,1.346182,2.400279,-0.427874,-2.095843,-2.8254,-3.713033,-3.09338,1.711974,0.756081,2.664592,4.796502,2.61544,-2.301758,-3.907022,-0.957061,3.695443,4.3663,4.877383,-3.504292,-4.996795,-2.701946,2.065133,247.58
201,-0.32201,-1.009006,-3.273286,3.155722,0.010941,2.295501,2.973746,-1.945848,1.605765,-2.993684,2.135045,-1.020777,-2.983337,-2.777472,0.055885,2.468598,4.268144,-3.497534,0.695759,4.98831,-0.71771,-2.631225,-4.084023,-2.810284,2.183537,-1.21272,-1.831551,4.427441,289.97
202,-2.852235,-3.775674,1.768702,2.486952,2.986661,-3.212766,-4.257619,-0.669548,-2.944019,-0.904257,-2.822166,2.92505,3.009573,-0.826979,-3.081634,-3.824811,4.187114,0.090532,3.385754,0.428041,-1.037672,3.381487,-3.493919,0.649484,-2.257,3.652067,4.326202,-3.668678,379.56
203,-3.100707,1.18215,3.196844,1.311837,-1.640462,4.298914,2.902423,-1.644722,-4.297866,-3.791322,1.169718,-2.182821,-4.740982,4.769368,-2.662102,-2.919772,2.864197,3.355237,-0.406437,2.601294,-4.336808,-0.134637,1.889794,-2.316987,-0.308888,-1.362679,3.363105,-0.337839,462.1
204,-1.778122,-1.430898,-4.711733,1.654193,1.915222,3.277518,-0.789892,3.798411,-4.95699,4.293876,-1.233493,0.787097,0.892351,-1.958894,0.819813,-1.216489,3.061658,3.525436,-2.573946,-4.301426,-3.523472,0.70599,3.181026,-2.21634,2.668367,-2.929487,2.589791,3.875152,342.5
205,-4.13613,-0.70852,-0.809018,-3.35651,-4.658407,4.556584,4.52657,-1.801842,4.80586,-2.849928,-1.043261,0.317852,3.692016,-3.644941,-3.566069,2.545121,1.030892,3.201051,3.963283,1.024912,0.785373,3.926338,3.590816,3.730063,-2.52807,-1.464777,2.685009,-3.198132,444.59
206,2.723799,-4.298533,-0.512316,-0.420361,-2.272656,-4.872644,-2.85819,-4.229039,-2.479053,1.86747,-2.889486,-3.910794,-0.976745,-4.549998,0.54853,2.791628,2.650373,-1.173255,-3.276156,1.723261,-4.894943,-1.971348,2.71138,4.912762,-0.789325,2.238111,3.40489,0.001103,166.95
207,3.450073,3.126848,-4.211286,-0.656932,2.614305,3.237003,3.493708,-1.862794,-1.153299,-0.396833,0.030629,-2.235232,-4.068137,3.745082,0.90793,0.693448,-3.154373,-2.634236,-3.376713,-2.328863,-4.970435,3.222681,-2.574235,3.959058,0.381044,4.225388,1.960532,-0.985325,162.45
208,1.638363,-0.763998,2.123466,3.84091,-0.465795,-1.608865,4.1067,-1.197203,0.387887,3.726012,4.639036,3.481213,4.621341,2.996246,2.986196,1.438322,-4.559305,-2.816257,-0.790997,0.646322,0.947388,-3.993348,4.592645,-0.104084,-3.485448,1.295506,1.981899,2.726926,68.38
209,4.576088,-3.205212,0.133586,0.943462,3.339725,-2.200737,-4.390114,-3.541914,4.16019,-3.776399,2.645011,-3.649016,-0.244429,0.418425,1.895193,-3.320333,-4.763126,2.361632,3.870789,-4.639735,3.970135,0.185301,-2.719461,2.260149,-3.748507,-3.987295,-2.088639,0.628126,188.33
210,4.872116,0.160038,3.762602,-0.008342,2.573383,2.122749,-3.882241,-4.580301,-4.469429,-2.229197,-3.433122,-4.320917,4.481578,0.815014,1.531914,4.87218,3.255977,-0.004084,-2.588244,-0.673683,2.367305,1.975449,-1.902855,0.262712,-2.83307,1.554049,-3.555002,3.428141,20.8
211,-0.439608,-0.007127,-3.553485,2.326392,0.667945,0.629333,-4.864335,0.943847,0.944396,-1.491182,0.327713,-4.744307,1.320014,-1.873683,3.829694,4.145931,1.928805,0.896212,2.4629,2.765523,-1.508259,0.887896,-3.879117,1.819484,-3.331573,-4.674016,-0.067492,-3.139327,238.44
212,4.110704,3.519311,-1.740412,-2.562719,4.479369,0.904711,-4.182136,-2.880205,-1.642683,-1.181435,-2.787924,2.465848,3.980602,4.398432,-0.651711,3.410651,-4.126937,1.34463,1.955393,1.049632,2.006944,4.889376,1.013662,3.217267,-2.266191,1.0771,-4.987817,2.8795,349.15
213,0.668073,4.13235,-4.891478,-0.378437,-2.422098,4.714254,-1.275931,3.316187,-3.311506,-2.374284,4.860392,-1.511265,-3.599914,4.399958,0.090683,-2.604059,3.933639,-4.632447,2.190298,2.211657,0.03993,4.782388,4.934977,-0.778521,-2.483933,-0.633823,0.95674,-3.396647,204.39
214,-2.085045,-1.68171,0.379114,-3.928041,2.937235,4.318465,-1.856506,4.213729,4.509473,4.847377,0.355312,-4.552009,2.820469,4.078454,3.279867,-2.091592,-0.658243,4.734247,-4.500779,1.518277,-4.433773,1.426097,-3.626582,4.169532,1.887343,-1.093622,-3.10933,1.886325,341.38
215,-0.01073,-4.534027,-4.818911,-2.722551,2.747534,-2.501452,1.462899,-2.672396,-4.241377,4.060133,4.541853,-3.780441,0.152545,-3.433918,-1.612502,2.005731,0.991971,-0.822429,-2.914333,1.089506,2.489833,-0.553302,0.756429,-0.292965,-3.759409,-1.625605,-0.533559,-2.929257,292.11
216,-1.710445,0.117839,-4.152528,1.625637,-0.964435,-0.22434,2.164304,-2.336676,3.177559,0.100407,2.367599,1.642441,0.555685,-2.762819,-1.366589,2.415733,1.729966,4.009474,-1.347299,2.172827,1.698944,0.867271,1.036885,-2.42504,1.064274,4.565404,-4.246754,-2.287991,184.23
217,1.259343,-2.121234,-1.43833,-2.070562,2.363916,-4.330811,0.085009,0.78224,-3.978896,-3.451688,-1.582615,-4.384951,0.351864,3.019996,1.393795,1.183002,-1.180303,3.05677,1.296317,3.498864,-0.649064,-2.934489,3.127497,-2.533936,-1.173754,-2.005533,0.995145,-3.105377,369.27
218,4.609864,-2.238568,4.492479,-2.314378,-3.49215,-3.396849,-0.261048,-3.357929,-1.719151,4.566797,4.502753,1.120171,2.328871,4.558046,-2.221959,-1.767462,-1.250077,-0.988237,0.958344,-4.127606,1.954502,2.740196,-2.16659,1.587235,-4.994678,2.15738,-0.964818,3.244561,31.35
219,-2.816711,-1.87219,2.527331,2.235214,0.579609,2.801168,1.416132,-0.645317,-2.789774,1.91306,3.07707,-4.845019,0.075697,1.200838,3.448933,4.380485,3.05279,-1.438455,-0.132412,4.662625,4.867327,4.04822,-3.918001,1.30753,-4.890978,3.743458,2.225682,0.758609,3.09
220,4.209106,-0.960388,-0.237745,-3.927232,-2.83071,4.11681,0.601309,-4.039712,-4.585814,-0.708484,3.510877,0.018077,3.897959,4.757075,-4.240995,0.013957,-4.481411,1.739135,1.514535,-2.804314,-0.718969,0.693107,2.91374,3.442613,0.62439,-1.473352,-3.968175,-3.458614,249.28
221,-1.855289,3.731878,0.115652,-4.792444,0.166506,3.124771,4.710558,-1.042463,3.119406,4.295977,4.618688,0.494729,-0.262167,0.309916,4.457692,4.730259,1.312414,2.276847,1.250154,4.452254,1.854375,-2.021335,2.73071,3.666932,-3.410762,-1.519017,-0.401346,-2.233461,93.8
222,1.999628,-4.979947,4.415536,2.518857,-2.850515,-2.551373,1.250993,-3.339591,3.244554,4.030634,1.16648,3.080584,0.363011,3.608258,3.190543,4.461427,2.291083,2.39634,2.463876,-1.649411,-4.372635,0.43796,2.202537,4.831192,-4.135793,-2.357139,-4.103049,0.540377,57.59
223,-0.61165,-2.535954,-2.526993,-2.51055,-1.605435,0.986547,-4.480894,-1.471915,4.641255,-1.150888,-3.586666,-0.921519,-1.21677,-2.917715,-3.562129,-0.163253,0.006002,0.011118,2.916251,0.971009,2.856416,-0.550453,-3.251605,-4.084578,3.131522,-3.621509,-2.636631,3.216325,98.53
224,-2.951138,2.819265,4.123824,1.709222,-4.308939,-0.656884,-0.144731,-0.140873,-2.034291,-3.095817,4.556072,1.314819,2.098897,-0.312158,-2.612818,0.641347,2.88293,0.768626,2.022849,1.401298,2.394419,-4.876794,1.411702,-4.752539,2.587025,1.60603,-1.831594,4.816187,16.35
225,2.985508,-3.665957,-4.842535,-0.989546,-1.741612,-0.283137,3.270931,3.243726,-1.379528,-3.249644,4.387932,-4.133554,4.306052,2.005888,2.318537,-3.037715,4.725978,-3.030495,1.810085,4.766722,3.316066,-1.312996,2.298515,-0.646147,-3.067928,2.844006,-0.980445,0.094458,189.67
226,-4.876364,1.079063,-2.151986,-4.105674,-3.814304,2.562691,1.113369,3.603433,-1.432443,2.959879,-3.850892,-3.903779,-3.596348,-3.608355,4.027633,-2.810817,0.420797,4.54141,-3.107019,2.974629,2.473237,4.924525,-2.659894,1.319766,0.912005,-1.907924,3.532548,-3.391346,38.22
227,1.089904,-4.813511,-0.265078,-3.300774,-4.46579,1.777865,2.822218,4.297663,-2.130667,-0.182911,3.936421,-1.193789,-4.109991,3.629084,4.539606,-1.873977,-3.024731,1.14449,-1.22103,4.377273,0.485427,-3.180484,-3.621574,-3.408607,0.380823,-4.678853,-0.109739,4.75511,158.12
228,-0.602107,4.662588,4.672177,-4.240055,-0.241724,3.420868,-2.851572,4.339594,-2.062894,2.252406,3.146759,4.186473,2.600261,3.515572,2.982076,1.834164,4.170821,3.644758,2.496318,-0.476547,-1.272637,3.522793,3.292036,1.348969,3.375114,-1.733653,2.978575,-1.017516,63.24
229,-3.460092,-4.417297,-1.42581,-0.367587,1.805645,1.517742,-2.837907,-3.743888,3.61821,4.258336,-1.79837,-1.580755,2.220021,1.667953,1.280025,0.519151,-3.62076,3.9283,-3.604512,-2.15723,0.629688,-0.288548,2.929866,-0.413607,-3.897069,0.934989,3.472322,-3.244979,179.71
230,2.815312,-0.132003,-0.889903,4.919246,2.500392,4.984341,1.228163,-3.330655,-0.03303,-1.105955,-1.545022,-1.84429,-1.29584,-3.777029,-1.656295,-2.65398,0.010671,3.061769,3.647572,0.869004,-0.526289,-1.009689,-0.033636,0.202995,1.463016,-4.651851,-3.394383,1.843817,363.22
231,-1.274772,4.482252,-2.596949,-4.21724,-1.408139,2.417215,3.308841,4.010059,4.830759,1.768863,-0.350688,-0.540606,3.325587,-3.705433,-4.661854,-0.448903,2.528628,-1.073795,3.21015,1.583604,1.835808,3.944564,-2.508788,2.694653,-0.304331,-4.859556,-4.127191,-1.124013,71.26
232,-3.330788,2.123384,-2.39212,2.239995,3.669899,-0.295553,2.867205,-0.292638,3.415818,-4.34789,-4.598352,3.485089,-4.959097,4.625093,-3.533621,-4.164741,2.355334,-2.180246,1.667204,4.045809,3.065964,-1.560389,1.031007,-1.044014,0.051453,1.509518,-1.660687,-0.463397,108.99
233,2.317678,2.865239,2.902878,4.34939,-2.315066,1.44918,-3.829041,-4.389733,2.874222,4.816225,3.886414,-4.977962,-2.237878,1.902972,-2.637333,-4.856365,1.133014,-3.280741,-4.992358,4.317882,2.660336,-1.006261,-3.764873,-3.420305,-3.787718,0.633758,4.411063,-4.692885,323.41
234,2.960938,0.925544,-2.38464,-2.747583,2.194772,-0.905545,-2.151963,-0.870934,4.691521,-1.31656,-0.902789,3.540972,2.351355,-0.250723,4.002051,-3.483154,-0.869655,-4.320528,3.301941,-3.374782,2.612056,0.866896,4.14019,0.075944,-4.673478,3.238519,0.769552,2.067618,161.22
235,3.670686,2.300487,-2.989048,-1.084003,-2.446781,-4.714518,3.327061,-0.657771,4.119856,-1.656395,-4.393436,-1.173203,-4.585635,-3.735134,-3.577875,1.540897,3.24428,0.457078,3.769627,4.220028,4.340325,-1.798771,4.322942,-1.526122,-0.834316,4.917884,2.207844,-1.925766,293.82
236,1.123425,0.084994,-1.257513,0.909964,-3.725025,-3.55258,-2.463933,2.210305,2.231625,2.739066,0.290551,2.62922,-0.788275,3.002204,-3.047854,0.3335,0.072103,-2.102654,4.870849,-0.03188,1.159935,4.802463,2.921569,-4.195286,1.931202,-4.269156,-1.539232,-0.30816,85.61
237,0.221956,4.355614,-4.220388,-0.63223,-1.085035,-4.042985,1.657073,0.321754,3.535285,1.029094,-2.670377,1.124973,-0.845641,2.340839,0.961932,0.652653,4.610659,0.293659,2.262695,-4.229238,-2.936743,0.542632,-4.54411,0.492346,-0.188663,1.808695,-2.289886,0.613541,255.13
238,-0.532631,-4.451957,0.228006,-0.297622,1.993718,1.152444,-4.285245,2.489432,-0.334161,1.157799,-0.768661,3.214408,-1.884692,1.806895,4.541745,0.704707,1.755977,-0.925513,-1.427657,-3.299777,-3.521934,0.635443,-0.941368,4.649951,2.991875,4.028062,-2.152553,1.157022,404.9
239,2.053688,-2.35724,-3.423537,-3.7353,2.573193,-4.776396,2.989929,0.763031,-0.717404,-0.821496,0.811615,0.121098,2.074864,3.803117,-0.12224,4.870716,-1.584922,-2.246329,4.454206,3.721601,-4.765529,0.404051,-4.540182,3.521478,-0.780279,1.469314,-4.549405,2.055471,84.33
240,1.346516,-3.014692,1.590811,-3.181468,0.136468,-4.280676,3.524085,3.713898,2.659227,3.878372,-3.905282,2.755638,-4.060338,1.87835,-3.302203,-3.620805,3.546982,-4.281109,2.420801,-2.199495,-1.739768,0.452279,-2.916913,-2.071085,-1.77061,3.674711,0.729043,3.123475,400.36
241,-1.047652,-4.075124,-0.234516,-1.58926,3.927413,1.223839,1.576888,-2.266961,0.580757,-2.459185,1.000553,-0.679817,-3.225192,-4.7667,2.661898,2.5297,2.405784,0.889888,-0.329548,4.630971,1.493653,-3.843387,-3.342896,0.456763,-0.948482,1.855688,-0.668997,-1.544106,203.46
242,0.961311,-0.745757,0.524353,3.09805,-4.970682,1.328246,1.227396,0.428103,2.687198,-4.137935,-2.728335,-0.945062,-3.009587,4.181119,0.41274,-1.026546,-4.539134,-3.499167,-2.959272,1.481531,3.279227,0.015003,0.065171,2.962742,-2.043644,-2.562895,-4.345245,3.551682,150.4
243,4.171304,2.990629,2.062054,-4.220985,3.956772,0.029854,1.631253,2.174883,-1.78023,1.552238,0.490692,-1.069611,-2.545191,-0.179117,2.769345,-4.52645,3.838928,1.931634,3.012295,1.3e-05,0.709983,0.71498,-2.440921,-1.737301,0.228861,-1.910954,2.119063,-0.109148,271.36
244,-1.301765,-0.906425,-2.296151,4.92069,-3.566348,-3.753758,-2.778364,0.522559,2.024003,-3.633021,0.204996,2.246476,1.391242,1.881951,4.891687,-1.557258,0.558494,1.388548,0.066643,-0.105363,4.500865,-2.653644,1.370723,4.136636,2.470783,2.259574,1.614534,2.122373,492.84
245,-1.298527,4.525391,-2.061236,-0.615608,-3.986722,-3.758947,-1.320286,-4.951695,2.151298,-1.188162,0.073453,0.887542,-0.006025,-4.763318,4.223058,-1.351119,0.806734,0.172729,4.043598,-3.371563,-3.045445,0.621075,3.258284,1.301826,-3.586516,-3.86233,-3.897907,-3.830257,172.22
246,-1.047096,-1.460175,-1.320035,-1.533222,1.397652,4.317311,-1.053001,-2.214493,2.659494,-1.200949,-0.361635,-3.902077,1.088019,-3.93176,-0.997513,-2.002554,0.835164,1.20693,-2.400468,4.244549,0.178616,1.230572,-0.9413,4.700231,-3.424374,2.164634,0.717529,-4.016119,291.28
247,-3.689123,0.109834,-3.260318,1.214132,-4.868974,-0.308701,1.916921,0.443672,-1.15628,-2.141207,3.593212,-3.783878,1.418578,-1.138281,-2.640859,-1.275057,1.975029,-4.269612,4.046083,-4.641813,-1.561152,-0.232686,3.774298,-1.456706,3.831088,2.138079,2.925296,-4.458852,45.97
248,-4.22909,-3.514573,3.029765,2.243941,-3.637121,-0.904175,4.868546,0.244646,-3.141235,0.530085,-2.972769,-0.595859,-4.263709,-0.856344,1.71031,1.031528,-0.701179,3.7558,3.71479,-3.629269,-0.128313,3.569718,-0.355536,-2.850188,2.664992,-4.150922,4.542736,-4.304121,20.09
249,0.502352,-4.69265,0.27111,3.144256,0.251948,-4.483556,-1.975254,-0.955727,1.93498,2.395649,-3.696181,-0.62133,0.592647,0.907171,-0.891578,3.335978,-4.622229,3.935368,-0.829779,1.507139,-3.030337,0.16933,3.995178,-0.713156,-2.768967,-4.599791,-0.730018,-1.921997,360.93
250,4.461175,-1.58179,2.473847,1.789357,2.883491,4.933514,-4.335819,-0.716175,1.585929,2.912708,3.105902,-2.108266,-0.997049,0.511017,0.94272,1.851977,2.219994,-1.990848,0.629397,-3.179748,2.322221,-1.831882,2.901726,2.432035,-0.603008,3.632921,2.203504,4.616349,348.21
251,1.048947,4.768288,4.839193,-4.879183,-4.746916,4.5986,0.211741,-3.760825,-3.574119,3.795224,-4.329094,0.714625,-0.993812,4.576213,-0.530829,1.246041,-4.617936,3.176708,4.2285,-1.789972,-1.697327,-0.222038,2.536836,2.722389,-4.171412,-0.838318,-1.041206,2.93432,66.58
252,-0.954677,4.56603,-3.884889,-1.562103,0.586936,-1.000748,-2.274001,1.736986,3.108071,-3.81224,1.542181,2.032395,-4.21556,-4.30925,-2.349194,0.985404,-1.724475,-1.802296,2.592276,3.84305,0.016582,-1.612785,-1.977738,1.516638,4.528385,-3.680538,2.121455,-2.090291,273.41
253,3.026122,4.731196,1.290868,-0.416934,-4.125249,2.132641,-2.342277,-0.968463,3.262902,3.251919,-0.479069,-4.45504,0.69326,-1.093917,2.128622,-3.115465,3.654038,-0.730387,2.802605,3.032923,2.390826,3.726546,0.394752,1.085335,2.708084,4.033624,-0.796732,-3.899271,368.81
254,0.587812,4.855507,-3.661852,4.096224,0.712605,1.574068,-4.735156,-1.31551,3.895197,-4.332131,0.032885,2.963546,-2.250088,0.008974,-2.687198,1.537694,-4.346867,-1.084056,2.545518,2.32161,1.674593,-3.106329,-3.982458,-2.62568,-1.774888,-0.609793,2.728758,-3.197626,207.72
255,4.783954,2.728151,-2.436623,1.834989,-0.166773,-2.376182,4.272358,-3.555101,4.37613,-1.720861,0.564189,2.069031,4.13252,0.413103,3.288607,1.616977,-4.012781,3.305699,3.182042,3.927419,1.981647,3.075014,-4.180223,-0.413924,4.93546,0.679222,0.623879,-3.526624,99.49
256,1.483905,2.140222,-1.146799,4.188654,-0.717461,3.825459,-4.782042,0.703467,-3.428468,2.417354,4.703182,-3.634336,3.245333,0.999484,-1.652458,-2.194587,-1.064142,-0.116267,0.709882,-3.876173,1.860756,4.475601,3.456005,-3.653714,1.127848,-0.625092,-3.168038,4.77363,193.47
257,-1.138495,4.084159,3.820692,1.542584,-1.878453,-0.247417,1.401269,1.335037,-4.86522,0.340169,-4.200597,-0.088035,1.040999,2.724047,1.622083,2.105959,-3.556063,-0.641552,0.366756,-4.298032,4.221826,-4.348705,-2.39602,-2.425709,-3.319401,3.456627,-0.032873,4.593996,315.85
258,-4.338223,-2.450034,0.480696,3.881821,3.339384,0.271909,3.360967,-1.578292,-3.936906,-2.140917,-2.117144,-4.391511,3.574017,-3.592626,-0.889281,1.317067,-4.529593,4.920751,-0.176972,1.264489,-3.800522,-2.920041,4.743698,-2.791512,3.634673,-2.966734,2.651431,-4.130371,10.91
259,1.217103,3.07787,4.272278,1.080195,1.174615,-2.926756,2.289675,0.598208,2.100387,-4.441336,4.783414,-0.422251,4.607102,2.696984,1.642742,-0.796187,-0.369559,1.968891,-2.740284,-2.866848,-1.208154,3.084465,3.683748,3.673902,0.998327,-4.251451,1.696597,-3.258637,37.41
260,2.406326,-2.616132,-0.263311,-0.0645,0.404213,-1.509651,1.17081,0.408536,2.001179,4.996382,-2.346101,-4.273471,-1.822852,-0.436509,3.201383,3.273287,3.947556,1.913544,-0.371328,0.28949,2.25379,-2.554284,-3.435464,-3.319088,1.266893,-2.155035,4.061108,4.183194,262.6
261,1.770482,-1.260999,4.917096,1.268555,-3.678767,0.377773,-4.367737,-2.19758,-3.93877,4.699881,-1.678895,-0.766314,-1.945079,0.550887,1.964645,-3.254686,3.661374,-0.983886,-0.356492,-0.649257,4.424477,-2.677834,-0.638916,0.187564,3.908848,4.428266,-1.895872,1.328078,195.73
262,-3.548201,-1.353196,3.737962,3.005737,-3.759014,2.624934,3.780619,-2.876637,-0.628569,0.792735,-3.625338,-2.727065,-3.458976,2.666244,2.230745,-2.459811,-2.923872,1.618585,0.418867,-3.191156,1.743373,-4.077289,4.888287,0.108714,-0.492152,-1.097277,-4.72125,-4.955059,8.91
263,4.770392,0.672031,-2.631091,3.43513,-0.216205,3.134397,-3.362105,-2.681168,-2.308214,2.150369,-3.484964,3.286328,-2.79892,-3.874185,-4.202721,-1.944977,1.780049,-1.497083,0.283768,-4.991707,3.879086,-1.270616,4.172013,3.111948,2.24493,4.031104,-4.287446,4.986842,169.71
